File_Path,skull,ventricles,lungs,mediastinum,liver,kidneys,pancreas,spleen,abdominal aorta,spine,lymph nodes
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0001.2015.12.22.18.10.55.420810.358276339.IMA,2.140606802925049e-08,0.00042960382415913045,0.9789167642593384,0.0186985582113266,2.1120746168890037e-05,3.032402219105279e-06,1.4503658576359157e-06,0.0019191986648365855,2.0209083118061244e-07,9.29543784877751e-06,7.648956739103596e-07
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0002.2015.12.22.18.10.55.420810.358276363.IMA,1.254137149686585e-08,9.011443762574345e-05,0.9915407299995422,0.007444626186043024,2.6651650841813534e-05,7.551512908321456e-07,4.840487122237391e-07,0.0008879814413376153,5.995114094048404e-08,8.332215656992048e-06,2.1141318029549439e-07
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0003.2015.12.22.18.10.55.420810.358276387.IMA,7.637075860600362e-09,9.555810538586229e-05,0.9905835390090942,0.008283844217658043,2.72894340014318e-05,1.0295810852767318e-06,6.327127834993007e-07,0.000991776934824884,1.7437425015032204e-07,1.577413422637619e-05,3.2975179919958464e-07
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0004.2015.12.22.18.10.55.420810.358276411.IMA,1.1263804822192469e-07,0.0007426795782521367,0.9485922455787659,0.04364610090851784,9.095678251469508e-05,2.5576423468010034e-06,2.5916290269378806e-06,0.0067389244213700294,6.901785809532157e-07,0.00018199764599557966,1.110977905227628e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0005.2015.12.22.18.10.55.420810.358276435.IMA,3.355542617100582e-07,0.0008676380384713411,0.8815413117408752,0.10509048402309418,0.00012231169966980815,4.229872502037324e-06,3.4656086427276023e-06,0.01146640069782734,1.6611592172921519e-06,0.0009000077261589468,2.140636979675037e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0006.2015.12.22.18.10.55.420810.358276459.IMA,7.600218623338151e-07,0.002167909638956189,0.8927525281906128,0.09237336367368698,0.00010210050822934136,3.3090689157688757e-06,5.057193448010366e-06,0.011617632582783699,3.7964721286698477e-06,0.000969638058450073,3.864283371513011e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0007.2015.12.22.18.10.55.420810.358276483.IMA,1.0313560778740793e-06,0.00284486822783947,0.8917841911315918,0.09256260842084885,9.242485975846648e-05,2.364447482250398e-06,3.935392214771127e-06,0.011370155960321426,4.817744411411695e-06,0.001328321872279048,5.2918326218787115e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0008.2015.12.22.18.10.55.420810.358276507.IMA,1.852264119861502e-07,0.0013765095500275493,0.9042376279830933,0.09129210561513901,4.432977220858447e-05,1.1761615041905316e-06,1.1421205954320612e-06,0.002675739349797368,1.090657292479591e-06,0.00036848741001449525,1.6155803450601525e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0009.2015.12.22.18.10.55.420810.358276531.IMA,2.2572018565369945e-07,0.0032782703638076782,0.8719847798347473,0.11873912811279297,8.878255175659433e-05,1.7369077340845251e-06,3.016377831954742e-06,0.005450577940791845,2.2022124994691694e-06,0.0004494386084843427,1.8316067098567146e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0010.2015.12.22.18.10.55.420810.358276555.IMA,3.216339621303632e-07,0.0027625549118965864,0.8832162022590637,0.10893389582633972,9.476899140281603e-05,1.1973994560321444e-06,2.883918114093831e-06,0.004666395019739866,1.8305584035260836e-06,0.0003181736101396382,1.8368748442298966e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0011.2015.12.22.18.10.55.420810.358276579.IMA,3.2160866680897016e-07,0.002487964229658246,0.8422914743423462,0.14732985198497772,0.0001479392813052982,2.723093757595052e-06,6.100036898715189e-06,0.007399324793368578,2.4629696326883277e-06,0.00032929491135291755,2.467111698933877e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0012.2015.12.22.18.10.55.420810.358276603.IMA,2.760407937785203e-07,0.003032420761883259,0.8565707206726074,0.1336883306503296,7.453549915226176e-05,2.4122041395457927e-06,4.90565798827447e-06,0.006082777865231037,8.001628884812817e-06,0.0005314474110491574,4.143406385992421e-06
/content/drive/MyDrive/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0013.2015.12.22.18.10.55.420810.358276627.IMA,1.9062166245475964e-07,0.0014736256562173367,0.9476531744003296,0.04812924191355705,8.992639050120488e-05,3.5068198940280126e-06,2.3611671622347785e-06,0.0023602070286870003,1.7302036212640814e-06,0.00028467722586356103,1.3350304470804986e-06
